accuracy,val_accuracy,loss,val_loss
0.8899101614952087,0.9041957259178162,1.4696698188781738,0.9991469979286194
0.8988536596298218,0.8728303909301758,0.9603618383407593,1.0029922723770142
0.8988280296325684,0.6699466705322266,0.9004592299461365,2.1309027671813965
0.9246079325675964,0.8472734689712524,0.5143479704856873,0.7809264063835144
0.9264529943466187,0.9224408864974976,0.46833735704421997,0.5215730667114258
0.92498379945755,0.9461528062820435,0.47430315613746643,0.37321022152900696
0.9257611036300659,0.7227689027786255,0.46312689781188965,1.7085493803024292
0.9251289963722229,0.8948339223861694,0.4683094322681427,0.6211532950401306
0.9409232139587402,0.9350826740264893,0.3220686614513397,0.3411211669445038
0.9422386884689331,0.9163591861724854,0.2991935610771179,0.37560439109802246
0.9784142374992371,0.9955582618713379,0.2463267743587494,0.16345864534378052
0.9909625053405762,0.9950116276741028,0.14415773749351501,0.11044050753116608
0.9933628439903259,0.9962416291236877,0.09678542613983154,0.07610636204481125
0.9951481223106384,0.994054913520813,0.06631192564964294,0.06405328214168549
0.9956948161125183,0.9910482168197632,0.04849713295698166,0.06856971234083176
0.9962756633758545,0.9984966516494751,0.035898372530937195,0.0256076380610466
0.9967198371887207,0.998769998550415,0.02782309800386429,0.01959848217666149
0.997155487537384,0.9952166080474854,0.022374987602233887,0.02719271555542946
0.9973690509796143,0.9956266283988953,0.01770133338868618,0.02786424197256565
0.9984709620475769,0.9989749789237976,0.012394782155752182,0.011463524773716927
0.9987101554870605,0.9988383054733276,0.010899906046688557,0.010176543146371841
0.9988040924072266,0.9986333250999451,0.009015445597469807,0.011178753338754177
